date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:53:31	1204/1204	---M--	200	added ('OK')	image/png	date:Sat,%2031%20Mar%202018%2010:50:38%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/icon7_100x100.png	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/icon7_100x100.png	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:32	2961/2961	---M--	200	added ('OK')	image/png	date:Sat,%2031%20Mar%202018%2010:50:38%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/icon8_100x100.png	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/icon8_100x100.png	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:33	11523/11523	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Mar%202018%2010:51:29%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product2_320x320.jpg	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product2_320x320.jpg	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:34	7781/7781	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Mar%202018%2010:51:18%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product13_320x320.jpg	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product13_320x320.jpg	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:35	7633/7633	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Mar%202018%2010:51:37%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product7_320x320.jpg	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product7_320x320.jpg	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:41	38429/38429	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Mar%202018%2010:51:39%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product_800x800.jpg	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product_800x800.jpg	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:43	5767/5767	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Mar%202018%2010:51:22%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product1_320x320.jpg	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product1_320x320.jpg	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:45	32076/32076	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Mar%202018%2010:51:15%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product02_800x800.jpg	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product02_800x800.jpg	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:45	25324/25324	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Mar%202018%2010:51:15%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product03_800x800.jpg	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product03_800x800.jpg	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:45	694/694	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Oct%202018%2009:10:36%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/page-wishlist	demo.tadathemes.com/HTML_DigitalWorld/source/page-wishlist	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:45	82363/82363	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Mar%202018%2010:48:48%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/page-wishlist.html	demo.tadathemes.com/HTML_DigitalWorld/source/page-wishlist-2.html	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:47	11758/11758	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Mar%202018%2010:51:35%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product3_320x320.jpg	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product3_320x320.jpg	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:48	13883/13883	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Mar%202018%2010:51:36%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product4_320x320.jpg	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product4_320x320.jpg	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:49	8988/8988	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Mar%202018%2010:51:36%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product5_320x320.jpg	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product5_320x320.jpg	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:49	7214/7214	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Mar%202018%2010:51:37%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product6_320x320.jpg	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product6_320x320.jpg	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:50	11216/11216	---M--	200	added ('OK')	image/jpeg	date:Sat,%2031%20Mar%202018%2010:51:38%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product8_320x320.jpg	demo.tadathemes.com/HTML_DigitalWorld/source/assets/images/product8_320x320.jpg	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:52	84264/84264	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Mar%202018%2010:48:46%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/page-typography.html	demo.tadathemes.com/HTML_DigitalWorld/source/page-typography.html	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:52	694/694	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Oct%202018%2009:10:36%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/page-gallery.html	demo.tadathemes.com/HTML_DigitalWorld/source/page-gallery.html	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:54	79416/79416	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Mar%202018%2010:48:45%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/page-storelocation.html	demo.tadathemes.com/HTML_DigitalWorld/source/page-storelocation.html	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:56	79341/79341	---MCZ	200	added ('OK')	text/html	date:Sat,%2031%20Mar%202018%2010:48:42%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/page-about.html	demo.tadathemes.com/HTML_DigitalWorld/source/page-about.html	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
22:53:56	83/83	---M--	409	error ('Conflict')	text/html	date:Wed,%2002%20Jan%202019%2015:53:56%20GMT	http://demo.tadathemes.com/HTML_DigitalWorld/source/.page-contact.hml	demo.tadathemes.com/HTML_DigitalWorld/source/.page-contact.hml	(from http://demo.tadathemes.com/HTML_DigitalWorld/source/product.html)
